time,open,high,low,close,Buy Signal,Sell Signal,Volume,Volume MA
1398124800,497.98,505,480,502.2,NaN,NaN,22037,58445.96901689951
1398384000,502.15,503.99,429.95,430,NaN,NaN,51473,50185.819016899506
1398643200,430,454.47,424,448.85,NaN,NaN,42757,49631.46901689951
1398902400,449,465.88,431,439.85,NaN,NaN,24999,45915.669016899505
1399161600,439,445,420.27,428.01,NaN,NaN,21070,44742.0190168995
1399420800,429,457.08,425.67,452.37,NaN,NaN,27742,44530.419016899505
1399680000,452.78,459.24,429.6,442.5,NaN,NaN,17472,43977.2690168995
1399939200,442.48,452.67,430.61,446,NaN,NaN,17756,44163.069016899506
1400198400,446.27,452.41,444.5,446.91,NaN,NaN,8352,43030.569016899506
1400457600,446.91,500,441.44,493.98,NaN,NaN,39903,42681.86901689951
1400716800,493.98,547.1,492.65,528.44,NaN,NaN,42471,43421.569016899506
1400976000,528.44,595,527.09,572.7,NaN,NaN,51104,41284.819016899506
1401235200,572.7,629.4,560.05,621,NaN,NaN,39499,40269.786468923005
1401494400,621,683.26,611,661.22,NaN,NaN,53841,38745.413908049006
1401753600,662,680.99,621.86,661.48,NaN,NaN,41590,39452.390083871
1402012800,661.46,662.13,635.88,658,NaN,NaN,14705,39124.1263598425
1402272000,658,659,615,620.5,NaN,NaN,23001,35141.79424524501
1402531200,623.81,630.36,538.38,566.58,NaN,NaN,59962,34279.40000000001
1402790400,566.58,610.2,552.11,606.48,NaN,NaN,26006,32489.950000000004
1403049600,606.48,616,580.51,588.02,NaN,NaN,17510,32162.500000000007
1403308800,590,605.05,580,588.22,NaN,NaN,11981,31659.700000000004
1403568000,588.22,588.25,554.45,579.99,NaN,NaN,19910,30081.550000000007
1403827200,580.09,604.21,574,599.89,NaN,NaN,13739,28630.650000000005
1404086400,599.86,658.88,595.51,650.5,NaN,NaN,30167,28889.050000000007
1404345600,649.74,652.79,616.3,630,NaN,NaN,15390,28605.050000000007
1404604800,630.9,639,612.9,623.98,NaN,NaN,12770,27856.450000000004
1404864000,623.98,635,607.9,635,NaN,NaN,10343,27500.000000000007
1405123200,634.99,642.57,616.84,621.17,NaN,NaN,11750,27199.700000000004
1405382400,621.15,629,610,622.2,NaN,NaN,11844,27374.300000000007
1405641600,626.3,632.96,618.46,627,NaN,NaN,8344,25796.350000000006
1405900800,626.98,628,615,621,NaN,NaN,11282,24236.900000000005
1406160000,620.95,621.99,590,596.23,NaN,NaN,18585,22610.950000000004
1406419200,596.23,602.83,570.5,585.95,NaN,NaN,18221,21547.050000000007
1406678400,585.93,607.2,555.9,598.2,NaN,NaN,31744,20442.200000000004
1406937600,597.84,599.09,578.21,588.5,NaN,NaN,11512,18938.300000000007
1407196800,588.5,591.9,576.44,585.84,NaN,NaN,18848,19145.450000000004
1407456000,585.84,597,584,590.96,NaN,NaN,9116,18451.200000000004
1407715200,590.98,590.99,524.55,548.81,NaN,NaN,33655,17135.850000000006
1407974400,549.85,551.86,481.55,521.97,NaN,NaN,55012,18586.150000000005
1408233600,523.47,524.8,442,485.57,NaN,NaN,47223,20071.800000000007
1408492800,491.98,534.14,466,514.65,NaN,NaN,48716,21908.550000000007
1408752000,514.65,515.95,487,503.82,NaN,NaN,19896,21907.850000000006
1409011200,503.74,523.09,502.27,506,NaN,NaN,21570,22299.400000000005
1409270400,506.94,514.98,473.33,479.04,NaN,NaN,22919,21937.000000000007
1409529600,479.01,490,470.42,474.89,NaN,NaN,21069,22220.950000000004
1409788800,474.86,497,471.04,479.78,NaN,NaN,18707,22517.800000000007
1410048000,479.99,483,456.3,473.2,NaN,NaN,26459,23323.600000000006
1410307200,473.34,492,462,474.62,NaN,NaN,25428,24007.500000000007
1410566400,473.08,481.58,467.43,469.47,NaN,NaN,15840,24207.300000000007
1410825600,469.47,473.69,407.94,425,NaN,NaN,40344,25807.300000000007
1411084800,426.62,431.11,378.78,399.55,NaN,NaN,63761,28431.250000000007
1411344000,400.77,452.67,393.6,423.68,NaN,NaN,51802,30092.100000000006
1411603200,423.57,423.9,396.53,401.77,NaN,NaN,30217,30691.900000000005
1411862400,399.16,403.99,365.2,391.09,NaN,NaN,50368,31623.100000000006
1412121600,389.56,393.79,353.75,358.74,NaN,NaN,43715,33233.25000000001
1412380800,358.71,365.07,275,328.59,NaN,NaN,160198,40300.75000000001
1412640000,328.56,395.55,312.37,364.01,NaN,NaN,99332,44811.55
1412899200,364.01,383.6,351.1,378.11,NaN,NaN,44707,45364.15000000001
1413158400,378.48,417.99,368.07,394.52,NaN,NaN,69954,46111.25000000001
1413417600,394.52,399,370.1,390.58,NaN,NaN,40267,45763.450000000004
1413676800,390.59,394.25,376.2,385.81,NaN,NaN,22952,44475.25000000001
1413936000,385.79,388.87,344.34,358.86,NaN,NaN,44886,45724.75000000001
1414195200,358.78,363,341.22,350,NaN,NaN,28444.67167756,46068.483583878005
1414454400,351.03,357.7,332.99,346.14,NaN,NaN,29916.88742009,46418.377954882504
1414713600,346.14,347.96,316.61,324.36,NaN,NaN,30831.73196256,46906.51455301051
1414972800,324.23,344.17,320,338.38,NaN,NaN,40246,47983.464553010504
1415232000,338.37,353.1,336.27,345.39,NaN,NaN,25220,47921.51455301051
1415491200,346.19,377.77,343.4,370.65,NaN,NaN,37376,48518.9145530105
1415750400,370.09,453.92,369.85,399.98,NaN,NaN,115500,53501.91455301051
1416009600,399.97,415,369,387.69,NaN,NaN,48340,53901.71455301051
1416268800,388.72,394.64,351.8,356.47,NaN,NaN,40477,52737.51455301051
1416528000,356.47,373.5,342.05,367.17,NaN,NaN,29833,51639.06455301051
1416787200,367.17,395.11,363.38,368.5,NaN,NaN,48183,52537.36455301051
1417046400,368.5,386.6,358,375.49,NaN,NaN,27107,51374.31455301051
1417305600,375.48,382.86,373.03,379.52,NaN,NaN,16492,50013.16455301051
1417564800,379.52,383,360,376,NaN,NaN,29320,43469.26455301051
1417824000,376,377.5,359.01,361.3,NaN,NaN,16772,39341.26455301051
1418083200,362.74,364.59,339.8,348.9,NaN,NaN,41997,39205.76455301051
1418342400,348.88,359.3,347.03,356.52,NaN,NaN,18382,36627.16455301051
1418601600,357.3,357.3,315.23,322,NaN,NaN,48704,37049.01455301051
1418860800,321.96,333,304.99,331.79,NaN,NaN,48898,38346.31455301051
1419120000,331.77,338.99,318.78,336.92,NaN,NaN,25800.54043521,37392.04157477101
1419379200,336.9,336.9,316.63,328.27,NaN,NaN,16162.82922485,36777.949452135515
1419638400,329.31,329.31,310.26,313.01,NaN,NaN,19736.43461438,36268.92681185001
1419897600,313.36,321,310,321,NaN,NaN,15222.014218690001,35488.44092465651
1420070400,321,321,280,282,NaN,NaN,28307.748610969997,34891.52835520501
1420329600,280,289.39,255,276.8,NaN,NaN,50969.5495546,36179.005832935014
1420588800,272.45,305,272.45,293.97,NaN,NaN,9914.24959425,34805.91831264751
1420848000,293.89,295,262.08,267.42,NaN,NaN,52665.7268894,31664.204657117516
1421107200,267.1,268.15,152.4,210.98,NaN,NaN,268152,42654.804657117515
1421366400,210.69,223.15,192.17,211.85,NaN,NaN,71971,44229.50465711752
1421625600,211.8,228.9,201.98,227.16,NaN,NaN,50024,45239.054657117515
1421884800,227.75,249.99,225.55,249.19,NaN,NaN,54294,45544.60465711752
1422144000,249.33,309.9,241.33,263.98,NaN,NaN,105562,49467.35465711752
1422403200,263.97,266.45,220,228.96,NaN,NaN,74499,52367.70465711751
1422662400,228.98,241.98,208.48,238.47,NaN,NaN,53136,53558.50465711751
1422921600,238.38,244.39,210.43,216.81,NaN,NaN,45244,54982.10465711751
1423180800,216.46,232.89,210.59,223.88,NaN,NaN,34331,54598.80465711751
1423440000,223.92,225.99,215,219.55,NaN,NaN,37082,55533.80465711751
1423699200,219.57,259.31,218.01,256.99,NaN,NaN,48110,55504.10465711751
1423958400,256.81,267.92,227.75,244.7,NaN,NaN,54601,55789.25465711751
1424217600,244.6,249.32,232.01,245.48,NaN,NaN,30762,56037.327635357
1424476800,245,247.8,232.05,239.65,NaN,NaN,17002.72647515,56079.32249787201
1424736000,239.63,240.98,234.01,236.84,NaN,NaN,14446.656612359999,55814.83359777101
1424995200,236.83,260.25,236.16,258.34,NaN,NaN,37316.81025488,56919.573399580506
1425254400,257.95,284.95,255.61,270.78,NaN,NaN,53172,58162.785969032
1425513600,270.72,280.5,262.2,276.71,NaN,NaN,23932,56810.908491302005
1425772800,276.71,296.8,271.12,290,NaN,NaN,29485,57789.446011589505
1426032000,290,297.95,282.99,283.25,NaN,NaN,24145,56363.4096671195
1426291200,283.25,294.26,280.46,289.27,NaN,NaN,14217,43666.6596671195
1426550400,289.27,292.99,249,261.81,NaN,NaN,42938,42215.0096671195
1426809600,261.97,272,256.25,267.74,NaN,NaN,16175,40522.5596671195
1427068800,268.28,270.07,236.4,246.94,NaN,NaN,40521,39833.9096671195
1427328000,246.99,253.83,244.91,252.87,NaN,NaN,20036,35557.6096671195
1427587200,252.91,252.96,236.52,244.24,NaN,NaN,22672,32966.2596671195
1427846400,243.93,256.96,239.32,254.19,NaN,NaN,20916,31355.2596671195
1428105600,254.19,262.98,250.76,255.58,NaN,NaN,14384,29812.2596671195
1428364800,255.54,256.62,238.47,243.43,NaN,NaN,25431,29367.2596671195
1428624000,243.75,243.94,231,236.5,NaN,NaN,18611,28443.7096671195
1428883200,236.42,236.9,210,222.88,NaN,NaN,42443,28160.3596671195
1429142400,222.83,229.67,220,223.4,NaN,NaN,23410,26600.8096671195
1429401600,223.35,236,221.43,235.74,NaN,NaN,21753,26150.3596671195
1429660800,235.71,238.64,228,230.24,NaN,NaN,27477,26674.073343362
1429920000,231.04,232.29,214.98,227.23,NaN,NaN,30289,27466.190512744
1430179200,227.17,240,221.45,236.2,NaN,NaN,30427,27121.7
1430438400,236.47,242.25,229.87,239,NaN,NaN,15252,25225.7
1430697600,239.73,242.2,227.01,228.49,NaN,NaN,24643,25261.25
1430956800,228.34,247.01,227.35,241.96,NaN,NaN,25925,25083.25
1431216000,241.83,244.99,237.54,241.03,NaN,NaN,21462,24949.1
1431475200,241.03,244.14,232.22,237.37,NaN,NaN,21249,25300.7
1431734400,237.39,237.4,231.44,232.87,NaN,NaN,13063,23806.95
1431993600,233.03,236.52,230.86,235,NaN,NaN,17827,23889.55
1432252800,235,241.64,232.92,239.22,NaN,NaN,16478,22687.4
1432512000,239.69,240.1,233.1,235.17,NaN,NaN,22658,22818.5
1432771200,235.32,236.8,231,232.11,NaN,NaN,15240,22446.9
1433030400,232.11,232.51,220.65,225.18,NaN,NaN,24153,22608.75
1433289600,225.17,226.99,219.03,224.4,NaN,NaN,18909,22835
1433548800,224.4,229.4,221.86,228.17,NaN,NaN,14980,22312.45
1433808000,228.05,230.79,226.67,229.03,NaN,NaN,20022,22383
1434067200,229.14,234,228.06,232.09,NaN,NaN,13451,20933.4
1434326400,232.08,257.39,231.55,247.76,NaN,NaN,45306,22028.2
1434585600,247.76,251.58,239.93,244.76,NaN,NaN,22216,22051.35
1434844800,244.65,247.99,241.06,243.74,NaN,NaN,11972,21276.1
1435104000,243.85,243.99,238.2,242.98,NaN,NaN,16960,20609.65
1435363200,242.98,256.94,242.36,256.04,NaN,NaN,28508,20513.7
1435622400,256.04,268,253.19,254.54,NaN,NaN,42933,21897.75
1435881600,254.49,274.74,252.4,271.5,NaN,NaN,38282,22579.7
1436140800,271.39,278.54,263.01,270.63,NaN,NaN,49706,23768.75
1436400000,270.41,298.05,265.92,291.64,NaN,NaN,54650,25428.15
1436659200,291.65,317.99,281,287.55,NaN,NaN,62565,27493.95
1436918400,287.49,293.7,272.31,279.43,NaN,NaN,42325,28957.05
1437177600,279.15,283,274.62,278.96,NaN,NaN,23209,29226.15
1437436800,278.95,281.07,275,276.61,NaN,NaN,23692,29586.85
1437696000,276.61,294,275.9,293.19,NaN,NaN,28637,29885.8
1437955200,292.85,297.44,286.43,289.85,NaN,NaN,33600,30803.8
1438214400,289.85,290.08,276.66,280.19,NaN,NaN,23048,30748.55
1438473600,280.19,285.88,276.57,285,NaN,NaN,16959,30651.05
1438732800,284.91,285.86,274.19,279.63,NaN,NaN,22260,31015.05
1438992000,279.94,279.97,260.41,264.33,NaN,NaN,28774,31452.65
1439251200,264.11,271.5,262.32,264.48,NaN,NaN,28566,32208.4
1439510400,264.74,266.99,254.01,256.11,NaN,NaN,23084,31097.3
1439769600,256.11,259.12,221.11,226.92,NaN,NaN,49018,32437.4
1440028800,226.4,236.66,223.01,231,NaN,NaN,41866,33932.1
1440288000,231,234.03,198.12,222.38,NaN,NaN,92575,37712.85
1440547200,222.38,235.93,219.77,231.65,NaN,NaN,61161,39345.5
1440806400,231.76,233.9,224.39,229.86,NaN,NaN,46648,39531.25
1441065600,230.25,231.67,226,227.28,NaN,NaN,64962,40865.25
1441324800,227.24,244.2,226.33,240.28,NaN,NaN,66658,41712.85
1441584000,240.28,246.24,237.01,238.35,NaN,NaN,70317,42496.2
1441843200,238.35,241.65,233.02,234.79,NaN,NaN,51497,41942.8
1442102400,234.79,236.09,223.99,230.03,NaN,NaN,53492,42501.15
1442361600,229.99,235,223,233.12,NaN,NaN,52086,43945
1442620800,233.24,233.76,225,226.15,NaN,NaN,38618,44691.3
1442880000,226.15,235.52,223.12,233.86,NaN,NaN,56877,46103.3
1443139200,233.88,237.25,231.16,232.41,NaN,NaN,55145.76858134,47180.588429067
1443398400,232.4,240.56,231.69,236.2,NaN,NaN,58443.12780818,48950.344819476
1443657600,235.87,239.86,235,238.95,NaN,NaN,55080.66050247,50856.4278445995
1443916800,239.06,248.19,236.1,246.57,NaN,NaN,62015.81789335,52844.218739266995
1444176000,246.79,247.65,242.06,244.48,NaN,NaN,51851.86450699,53998.111964616495
1444435200,244.49,248.5,243,245.81,NaN,NaN,47126.20152833,54926.122041033
1444694400,245.81,256.5,242.82,254.49,NaN,NaN,74882.10185445,57516.0271337555
1444953600,254.49,273,253.69,261.05,NaN,NaN,70148.01674295,58572.52797090301
1445212800,260.99,272.95,259.82,267.89,NaN,NaN,66068.91807952,59782.673874879
1445472000,267.9,284,267.39,282.84,NaN,NaN,72330.02893027,58770.425321392504
1445731200,283.03,300,279.25,295.54,NaN,NaN,85272.20820359001,59975.98573157201
1445990400,295.8,334.05,294.4,328.65,NaN,NaN,102897.03561411,62788.43751227751
1446249600,328.28,369.02,302.99,361.74,NaN,NaN,88193.20765405,63949.99789498001
1446508800,361.26,502,360.4,385.5,NaN,NaN,243352.16691947,72784.70624095351
1446768000,387.77,396.67,353.26,372.65,NaN,NaN,100746.15211095,74306.16384650102
1447027200,372.86,386.79,294,309.91,NaN,NaN,126335.87795993,78048.10774449752
1447286400,309.95,356.1,308.42,333,NaN,NaN,88036.29821803,79775.32265539902
1447545600,332.95,350.44,314.6,336.08,NaN,NaN,77606.27676646001,81051.33649372202
1447804800,336,337.89,310,322.04,NaN,NaN,75475.25786083,82894.19938676353
1448064000,322.04,328.94,318.52,323.48,NaN,NaN,14293.12277183,80765.00552535502
1448323200,323.48,369.7,316,353.21,NaN,NaN,56888.941394509995,80852.16416601352
1448582400,353.9,373.15,347.84,371.48,NaN,NaN,27369.81639259,79298.49859523404
1448841600,371.2,383,348.64,358.89,NaN,NaN,45868.811841099996,78837.90616216553
1449100800,359.11,389.89,355.92,388,NaN,NaN,38964.29082019,77685.32980850752
1449360000,388,418.87,381.01,417.89,NaN,NaN,41084.16319783,77146.94474304953
1449619200,416.67,454.48,400,453.04,NaN,NaN,58531.080661069995,77717.18869968652
1449878400,453.12,467.8,403,443.36,NaN,NaN,54882.69519492,76717.21836671003
1450137600,443.3,465,436.89,456.17,NaN,NaN,48073.22756117999,75613.47890762152
1450396800,442.08,466.64,433.83,442.54,NaN,NaN,38685.18070986,74244.29203913853
1450656000,442.47,450,425.52,442.56,NaN,NaN,34177.10886175,72336.64603571252
1450915200,443.01,459.54,407.25,417.39,NaN,NaN,39688.838879,70057.47756948302
1451174400,417.11,433.33,410.5,431.82,NaN,NaN,24949.307230090002,66160.09115028201
1451433600,431.7,434.97,419.99,430.89,NaN,NaN,14352.373429629999,62468.049439061004
1451606400,430.89,436,424.06,431.04,NaN,NaN,11293.17462344,50865.0998242595
1451865600,431.54,435.86,426.54,429.56,NaN,NaN,15232.5092629,46589.417681857
1452124800,429.99,465,429.25,448.84,NaN,NaN,31488.68952159,41847.05825994
1452384000,448.84,451.13,434.35,434.85,NaN,NaN,18998.11148768,38395.1489234225
1452643200,434.85,438.35,360,360,NaN,NaN,51814.50311646,37105.5602409225
1452902400,360.62,392.07,352,385.49,NaN,NaN,40451.72556447,35354.38362610451
1453161600,385.47,422.98,372.53,409.59,NaN,NaN,41810.477733830005,36730.25137420451
1453420800,409.42,410.07,374.45,402.16,NaN,NaN,27858.59390356,35278.73399965701
1453680000,402.16,402.31,385.5,394.95,NaN,NaN,18892.97153365,34854.89175671
1453939200,394.62,395.56,363.73,375.64,NaN,NaN,27545.29809189,33938.71606924951
1454198400,376.38,379.3,364.7,373.05,NaN,NaN,17141.08096163,32847.55557632151
1454457600,373.05,391.88,365,385,NaN,NaN,27923.43921949,32189.51937740451
1454716800,384.97,384.98,369.99,370.91,NaN,NaN,15564.291604170001,30041.17992455951
1454976000,370.95,383.85,369.12,377.98,NaN,NaN,23258.27378348,28459.95885398751
1455235200,377.98,406.71,377.07,405,NaN,NaN,23081.00448877,27210.347700367012
1455494400,405.5,421.11,393.4,415.54,NaN,NaN,28104.12080161,26681.29470495451
1455753600,415.59,443.96,413.4,434.63,NaN,NaN,25241.837663259997,26234.531145030014
1456012800,434.63,447.99,414,419.1,NaN,NaN,26649.70086702,25582.57424443102
1456272000,419.1,432,409.07,432,NaN,NaN,17491.46872959,25209.68231940602
1456531200,432,440.99,422.29,435.23,NaN,NaN,16125.011613809998,25298.314228615018
1456790400,436.75,437.5,415.85,420.29,NaN,NaN,20199.9563758,25743.653316233016
1457049600,420.29,423.9,382,406.23,NaN,NaN,29917.416878869997,26477.898697031516
1457308800,406.15,414.99,403.03,413,NaN,NaN,16389.129982270002,25722.920720065515
1457568000,412.99,421.91,406.59,410.9,NaN,NaN,15846.60075166,25565.34518326451
1457827200,409.95,417.43,409.67,415.85,NaN,NaN,12326.53649031,23590.94685195701
1458086400,415.84,419,403.34,407.91,NaN,NaN,14190.42293062,22277.881720264508
1458345600,407.5,412,404.1,411.67,NaN,NaN,8997.60288567,20637.23797785651
1458604800,411.15,419,410.35,415.17,NaN,NaN,11673.16053778,19827.96630956751
1458864000,415.17,416.99,412,416.64,NaN,NaN,3863.16959059,19076.47621241451
1459123200,424.62,424.77,407.22,413.74,NaN,NaN,14055.913344820001,18402.006975061006
1459382400,413.68,420,411.4,419,NaN,NaN,9577.51555689,18023.82870482401
1459641600,419.35,423,416,422.71,NaN,NaN,8750.543848199999,17065.18393625951
1459900800,422.71,423.99,416.26,417.75,NaN,NaN,10195.99957668,16796.769334885008
1460160000,417.75,418.72,412,418.36,NaN,NaN,3636.53403986,15815.68234770401
1460419200,424.5,425.35,423.02,424.86,NaN,NaN,1109.6792152,14717.116084025512
1460678400,424.4,432.87,377.87,427.42,NaN,NaN,7757.49668404,13699.784878147013
1460937600,427.15,444,378.98,442.13,NaN,NaN,14581.394770750001,13166.762733521513
1461196800,441.99,452.19,440,451.92,NaN,NaN,13165.632692899999,12492.559324815515
1461456000,451.92,470.02,406,467.42,NaN,NaN,16304.82544472,12433.227160572013
1461715200,467.39,469.03,410,456.53,NaN,NaN,14703.616955270001,12362.157427645014
1461974400,456.53,456.9,393.15,444.06,NaN,NaN,9943.86967866,11849.353092788015
1462233600,444.06,452,440.78,448.5,NaN,NaN,11498.05061804,10928.384779746515
1462492800,448.5,463.97,447.03,458.21,NaN,NaN,8897.88850131,10553.822705698514
1462752000,457.75,464.79,447.38,452.91,NaN,NaN,12629.24233718,10392.954784974514
1463011200,452.95,457.25,448.88,455.57,NaN,NaN,7647.75044242,10159.015482580013
1463270400,456.3,458.08,451.11,453.08,NaN,NaN,8291.29466558,9864.059069328014
1463529600,452.96,455.68,435.03,442.72,NaN,NaN,11998.826851830001,10014.120267636014
1463788800,442.84,443.98,435,442.99,NaN,NaN,6892.71752785,9775.098117139514
1464048000,442.63,452.98,441,452.07,NaN,NaN,10504.59288295,10107.169281757513
1464307200,452.07,540,452.07,517.84,NaN,NaN,33005.247932540005,11054.636011143513
1464566400,517.6,548.5,510.01,536.95,NaN,NaN,23602.899321719997,11755.905199385013
1464825600,536.95,588.71,529.13,573.8,NaN,NaN,18938.736101479997,12265.314812049013
1465084800,573.5,594.44,563,577.54,NaN,NaN,16587.26771543,12584.878218986512
1465344000,577.48,584.25,571.86,578.01,NaN,NaN,10488.32548685,12927.467791336012
1465603200,576.53,725,575.93,704.49,NaN,NaN,35418.98202632,14642.932931892012
1465862400,703.81,773.07,655,766.62,NaN,NaN,34364.19117703,15973.267656541511
1466121600,767.37,778.85,706.37,761.44,NaN,NaN,23208.021851070003,16404.59901055751
1466380800,759.12,763.99,588.03,601.3,NaN,NaN,57044.42871793,18598.53881180901
1466640000,600.51,684.45,540.17,659.86,NaN,NaN,47015.220284890005,20134.058553817507
1466899200,658.8,665.51,618.03,646.08,NaN,NaN,14231.25488792,20110.440450450005
1467158400,644.33,684.1,621.09,674.86,NaN,NaN,23045.01616558,20765.497774796007
1467417600,674.55,704.99,640.1,680.35,NaN,NaN,17084.76313571,21044.833400679505
1467676800,678.74,682.36,605.5,638.19,NaN,NaN,19328.09549211,21566.343750219505
1467936000,638.89,665.99,626,648.76,NaN,NaN,15043.52073258,21687.057669989503
1468195200,648.77,678,639.31,655.06,NaN,NaN,13835.982720240001,21996.469283880502
1468454400,652.24,670.01,650.01,662.45,NaN,NaN,7303.45379035,21947.077240119004
1468713600,662.45,684.19,661.35,673.48,NaN,NaN,8351.66666797,21764.719230926006
1468972800,674.8,675,645,649.95,NaN,NaN,11110.71589364,21975.619149215505
1469232000,647.88,665,646,654.96,NaN,NaN,5154.446152639999,21708.111812700005
1469491200,655,659.98,645.01,653.07,NaN,NaN,8126.4266074199995,20464.170746444004
1469750400,654.84,657.5,614.97,623.83,NaN,NaN,6899.90570512,19629.021065614004
1470009600,622.5,630,465.28,563.42,NaN,NaN,43102.2286131,20837.195691195007
1470268800,563.99,592,552,589.48,NaN,NaN,19331.37946805,20974.401278826008
1470528000,589.47,598.82,579.43,582.75,NaN,NaN,9266.86840248,20913.328424607505
1470787200,582.71,603,580.01,585.91,NaN,NaN,9919.36208875,19638.347427729004
1471046400,585.34,589.98,554.9,565.55,NaN,NaN,10317.52079386,18436.01390857051
1471305600,564.2,579.8,563,571.49,NaN,NaN,12913.07049484,17921.266340759008
1471564800,571.51,583.99,552.3,577.55,NaN,NaN,8222.126235169999,15480.151216621007
1471824000,577.55,585.95,572.5,577.58,NaN,NaN,12257.2634465,13742.253374701506
1472083200,577.65,582.46,564.81,568.31,NaN,NaN,10234.23167716,13542.402214163507
1472342400,567.51,576.5,566.8,575.91,NaN,NaN,7806.06205755,12780.454508762008
1472601600,575.88,576.49,566.86,572,NaN,NaN,9747.69037172,12413.600870562506
1472860800,572,609.05,569.01,603.48,NaN,NaN,12385.02048742,12066.447120328006
1473120000,604.98,628.98,601,625.67,NaN,NaN,12896.00078864,11959.071123131007
1473379200,625.67,628.99,594.63,606.32,NaN,NaN,10138.86475769,11774.215225003507
1473638400,604.08,610.69,602,608.5,NaN,NaN,9879.255729550001,11903.005321963507
1473897600,608.5,608.99,601.1,604.1,NaN,NaN,6813.71756532,11826.107866831007
1474156800,602.93,609.5,601,601,NaN,NaN,6463.745430630001,11593.759343680507
1474416000,600.95,602.9,592.1,601.42,NaN,NaN,10090.56713829,11840.565392963006
1474675200,600.47,607.27,596,606.47,NaN,NaN,6278.3667747399995,11748.162401329006
1474934400,606.7,608.37,600.02,605.6,NaN,NaN,7976.541691820001,11801.994200664005
1475193600,605.59,614.28,603.15,608.6,NaN,NaN,5451.62567316,9919.464053667005
1475452800,608.6,612.98,604.99,608.49,NaN,NaN,7546.114918579999,9330.200826193504
1475712000,608.01,616.99,607.09,614.34,NaN,NaN,6961.95126229,9214.954969184004
1475971200,614.34,639,610,639,NaN,NaN,11557.10350395,9296.842039944004
1476230400,638.3,640,628.76,638.2,NaN,NaN,8149.056783170001,9188.418839409505
1476489600,638.2,642,632.1,636.91,NaN,NaN,6658.6424211700005,8875.697435726004
1476748800,636.96,638.04,624.13,628.89,NaN,NaN,9244.01800408,8926.792024171504
1477008000,628.05,656,627.5,648.74,NaN,NaN,9927.94137719,8810.325920706004
1477267200,648.71,677,640,675.11,NaN,NaN,17474.21411146,9172.325042421004
1477526400,674.63,717.99,665.59,711.13,NaN,NaN,12154.39568456,9389.741723771504
1477785600,711.1,737,683.6,726.6,NaN,NaN,14967.40004895,9650.727207633003
1478044800,726.6,745.19,670.32,702.7,NaN,NaN,21761.91975411,10119.572170967502
1478304000,702.95,714.36,694.71,702.86,NaN,NaN,7218.4998707,9835.697125070503
1478563200,702.86,740.86,701.02,714.47,NaN,NaN,20249.17839141,10341.212806756503
1478822400,714.48,720.94,683.23,700.38,NaN,NaN,12161.88990129,10455.344515343504
1479081600,700.38,742.87,697.14,739.71,NaN,NaN,24814.761420720002,11355.396708113503
1479340800,739.71,755.07,731.31,750.75,NaN,NaN,12917.909500810001,11678.104911622504
1479600000,750.09,753.82,714,749.22,NaN,NaN,14574.241320869998,11902.288620751504
1479859200,749.13,749.98,728,737.07,NaN,NaN,11858.68310012,12181.304437020504
1480118400,736.96,737.56,722.3,729.54,NaN,NaN,10503.546289320002,12307.654666895505
1480377600,730.99,754.98,721,751.54,NaN,NaN,17780.70171039,12924.108468757007
1480636800,751.55,778.07,750.77,762,NaN,NaN,14059.37162605,13249.771304130507
1480896000,762,769.61,743,763.99,NaN,NaN,17141.2191579,13758.734698911008
1481155200,764.05,774.12,762.29,772.28,NaN,NaN,9958.5302571,13678.806036568509
1481414400,772.28,793.27,764.01,775.35,NaN,NaN,9142.69081657,13728.487738238511
1481673600,775.75,782.46,770.74,781.32,NaN,NaN,8847.25242458,13837.918238409009
1481932800,781.32,794.39,780,791,NaN,NaN,8826.87590544,13817.061133477011
1482192000,791.03,875,787.1,859.96,NaN,NaN,25580.41172648,14599.68465094151
1482451200,858.94,920,858.93,890.67,NaN,NaN,27211.31992248,15086.539941492509
1482710400,890.65,976.48,888,976.46,NaN,NaN,22978.370656580002,15627.738690093509
1482969600,976.47,980.74,931,966.3,NaN,NaN,22768.435420870002,16017.790458689511
1483228800,966.34,1039,960.53,1035.24,NaN,NaN,24107.632364060002,16135.07608918701
1483488000,1035.51,1139.89,871,893.89,NaN,NaN,84132.61299673999,19980.78174548901
1483747200,894.02,941.81,812.28,896.23,NaN,NaN,38054.789239820006,20871.06228790951
1484006400,896.09,918.4,751.34,807.47,NaN,NaN,61843.32573743,23355.13407971651
1484265600,807.51,837.76,775,821.86,NaN,NaN,22266.70698825,23227.731358093013
1484524800,821.86,915.99,818.09,887.7,NaN,NaN,29619.83678526,24062.82772231551
1484784000,887.69,928,878.89,921.98,NaN,NaN,23597.7220971,24514.00176112701
1485043200,921.98,937.74,881.48,885.47,NaN,NaN,20093.7925919,24925.75723571601
1485302400,885.47,924.88,884.5,918.02,NaN,NaN,15309.50717514,25166.05528000701
1485561600,918.02,923,910,919.99,NaN,NaN,5646.48907459,24559.34464821701
1485820800,919.99,1011.65,917.5,1009.17,NaN,NaN,24758.36686896,25094.294410362512
1486080000,1009.15,1044.23,987.01,1011.07,NaN,NaN,21035.008867639997,25288.983895849513
1486339200,1010.03,1070,1005.1,1050.4,NaN,NaN,20104.46170044,25796.280468016514
1486598400,1051.73,1074.69,913.73,1012.4,NaN,NaN,40370.405030940005,27357.666178735013
